x_k,x_dot_k,theta_k,theta_dot_k,x_k-1,x_dot_k-1,theta_k-1,theta_dot_k-1,u_k-1,x_k-2,x_dot_k-2,theta_k-2,theta_dot_k-2,u_k-2,x_k-3,x_dot_k-3,theta_k-3,theta_dot_k-3,u_k-3
-2.755,-0.1534,0.3798,-0.50777,-2.7535,-0.1534,0.38488,-0.49066,-0.2,-2.7519,-0.1534,0.38979,-0.46783,-0.2,-2.7504,0,0.39446,-0.44501,-0.2
-2.7581,-0.3068,0.37444,-0.5363,-2.755,-0.1534,0.3798,-0.50777,-0.2,-2.7535,-0.1534,0.38488,-0.49066,-0.2,-2.7519,-0.1534,0.38979,-0.46783,-0.2
-2.7611,-0.3068,0.3689,-0.55341,-2.7581,-0.3068,0.37444,-0.5363,-0.2,-2.755,-0.1534,0.3798,-0.50777,-0.2,-2.7535,-0.1534,0.38488,-0.49066,-0.2
-2.7642,-0.3068,0.36314,-0.57624,-2.7611,-0.3068,0.3689,-0.55341,-0.2,-2.7581,-0.3068,0.37444,-0.5363,-0.2,-2.755,-0.1534,0.3798,-0.50777,-0.2
-2.7688,-0.4602,0.35715,-0.59906,-2.7642,-0.3068,0.36314,-0.57624,-0.2,-2.7611,-0.3068,0.3689,-0.55341,-0.2,-2.7581,-0.3068,0.37444,-0.5363,-0.2
-2.7734,-0.4602,0.35093,-0.62188,-2.7688,-0.4602,0.35715,-0.59906,-0.2,-2.7642,-0.3068,0.36314,-0.57624,-0.2,-2.7611,-0.3068,0.3689,-0.55341,-0.2
-2.778,-0.4602,0.34454,-0.63899,-2.7734,-0.4602,0.35093,-0.62188,-0.2,-2.7688,-0.4602,0.35715,-0.59906,-0.2,-2.7642,-0.3068,0.36314,-0.57624,-0.2
-2.7841,-0.6136,0.33827,-0.62758,-2.778,-0.4602,0.34454,-0.63899,0.16492,-2.7734,-0.4602,0.35093,-0.62188,-0.2,-2.7688,-0.4602,0.35715,-0.59906,-0.2
-2.7949,-1.0738,0.3325,-0.57624,-2.7841,-0.6136,0.33827,-0.62758,0.16492,-2.778,-0.4602,0.34454,-0.63899,0.16492,-2.7734,-0.4602,0.35093,-0.62188,-0.2
-2.8056,-1.0738,0.3272,-0.53059,-2.7949,-1.0738,0.3325,-0.57624,0.16492,-2.7841,-0.6136,0.33827,-0.62758,0.16492,-2.778,-0.4602,0.34454,-0.63899,0.16492
-2.8209,-1.534,0.32246,-0.47354,-2.8056,-1.0738,0.3272,-0.53059,0.16492,-2.7949,-1.0738,0.3325,-0.57624,0.16492,-2.7841,-0.6136,0.33827,-0.62758,0.16492
-2.8378,-1.6874,0.31818,-0.4279,-2.8209,-1.534,0.32246,-0.47354,0.16492,-2.8056,-1.0738,0.3272,-0.53059,0.16492,-2.7949,-1.0738,0.3325,-0.57624,0.16492
-2.8578,-1.9942,0.31442,-0.37655,-2.8378,-1.6874,0.31818,-0.4279,0.16492,-2.8209,-1.534,0.32246,-0.47354,0.16492,-2.8056,-1.0738,0.3272,-0.53059,0.16492
-2.8792,-2.1476,0.31111,-0.33091,-2.8578,-1.9942,0.31442,-0.37655,0.16492,-2.8378,-1.6874,0.31818,-0.4279,0.16492,-2.8209,-1.534,0.32246,-0.47354,0.16492
-2.9038,-2.4544,0.30831,-0.27956,-2.8792,-2.1476,0.31111,-0.33091,0.16492,-2.8578,-1.9942,0.31442,-0.37655,0.16492,-2.8378,-1.6874,0.31818,-0.4279,0.16492
-2.9314,-2.7612,0.30603,-0.22821,-2.9038,-2.4544,0.30831,-0.27956,0.16492,-2.8792,-2.1476,0.31111,-0.33091,0.16492,-2.8578,-1.9942,0.31442,-0.37655,0.16492
-2.9605,-2.9146,0.30421,-0.18257,-2.9314,-2.7612,0.30603,-0.22821,0.16492,-2.9038,-2.4544,0.30831,-0.27956,0.16492,-2.8792,-2.1476,0.31111,-0.33091,0.16492
-2.9912,-3.068,0.30284,-0.13693,-2.9605,-2.9146,0.30421,-0.18257,0.16492,-2.9314,-2.7612,0.30603,-0.22821,0.16492,-2.9038,-2.4544,0.30831,-0.27956,0.16492
-3.0234,-3.2214,0.30192,-0.091285,-2.9912,-3.068,0.30284,-0.13693,0.16492,-2.9605,-2.9146,0.30421,-0.18257,0.16492,-2.9314,-2.7612,0.30603,-0.22821,0.16492
-3.0587,-3.5282,0.30141,-0.051348,-3.0234,-3.2214,0.30192,-0.091285,0.16492,-2.9912,-3.068,0.30284,-0.13693,0.16492,-2.9605,-2.9146,0.30421,-0.18257,0.16492
-3.0955,-3.6816,0.30135,-0.0057053,-3.0587,-3.5282,0.30141,-0.051348,0.16492,-3.0234,-3.2214,0.30192,-0.091285,0.16492,-2.9912,-3.068,0.30284,-0.13693,0.16492
-3.1323,-3.6816,0.30175,0.039937,-3.0955,-3.6816,0.30135,-0.0057053,0.16492,-3.0587,-3.5282,0.30141,-0.051348,0.16492,-3.0234,-3.2214,0.30192,-0.091285,0.16492
3.111,-3.9884,0.30244,0.068464,-3.1323,-3.6816,0.30175,0.039937,0.16492,-3.0955,-3.6816,0.30135,-0.0057053,0.16492,-3.0587,-3.5282,0.30141,-0.051348,0.16492
3.0726,-3.835,0.30335,0.091285,3.111,-3.9884,0.30244,0.068464,0.16492,-3.1323,-3.6816,0.30175,0.039937,0.16492,-3.0955,-3.6816,0.30135,-0.0057053,0.16492
3.0312,-4.1418,0.30449,0.11411,3.0726,-3.835,0.30335,0.091285,0.16492,3.111,-3.9884,0.30244,0.068464,0.16492,-3.1323,-3.6816,0.30175,0.039937,0.16492
2.9913,-3.9884,0.30592,0.14263,3.0312,-4.1418,0.30449,0.11411,0.16492,3.0726,-3.835,0.30335,0.091285,0.16492,3.111,-3.9884,0.30244,0.068464,0.16492
2.9514,-3.9884,0.30752,0.15975,2.9913,-3.9884,0.30592,0.14263,0.16492,3.0312,-4.1418,0.30449,0.11411,0.16492,3.0726,-3.835,0.30335,0.091285,0.16492
2.91,-4.1418,0.30928,0.17686,2.9514,-3.9884,0.30752,0.15975,0.16492,2.9913,-3.9884,0.30592,0.14263,0.16492,3.0312,-4.1418,0.30449,0.11411,0.16492
2.8701,-3.9884,0.31128,0.19969,2.91,-4.1418,0.30928,0.17686,0.16492,2.9514,-3.9884,0.30752,0.15975,0.16492,2.9913,-3.9884,0.30592,0.14263,0.16492
2.8287,-4.1418,0.31345,0.2168,2.8701,-3.9884,0.31128,0.19969,0.16492,2.91,-4.1418,0.30928,0.17686,0.16492,2.9514,-3.9884,0.30752,0.15975,0.16492
2.7888,-3.9884,0.31585,0.23962,2.8287,-4.1418,0.31345,0.2168,0.16492,2.8701,-3.9884,0.31128,0.19969,0.16492,2.91,-4.1418,0.30928,0.17686,0.16492
2.7505,-3.835,0.31841,0.25674,2.7888,-3.9884,0.31585,0.23962,0.16492,2.8287,-4.1418,0.31345,0.2168,0.16492,2.8701,-3.9884,0.31128,0.19969,0.16492
2.7121,-3.835,0.32109,0.26815,2.7505,-3.835,0.31841,0.25674,0.16492,2.7888,-3.9884,0.31585,0.23962,0.16492,2.8287,-4.1418,0.31345,0.2168,0.16492
2.6738,-3.835,0.32395,0.28526,2.7121,-3.835,0.32109,0.26815,0.16492,2.7505,-3.835,0.31841,0.25674,0.16492,2.7888,-3.9884,0.31585,0.23962,0.16492
2.6385,-3.5282,0.32703,0.30809,2.6738,-3.835,0.32395,0.28526,0.16492,2.7121,-3.835,0.32109,0.26815,0.16492,2.7505,-3.835,0.31841,0.25674,0.16492
2.6032,-3.5282,0.33017,0.31379,2.6385,-3.5282,0.32703,0.30809,0.16492,2.6738,-3.835,0.32395,0.28526,0.16492,2.7121,-3.835,0.32109,0.26815,0.16492
2.5679,-3.5282,0.33353,0.33661,2.6032,-3.5282,0.33017,0.31379,0.16492,2.6385,-3.5282,0.32703,0.30809,0.16492,2.6738,-3.835,0.32395,0.28526,0.16492
2.5357,-3.2214,0.33701,0.34802,2.5679,-3.5282,0.33353,0.33661,0.16492,2.6032,-3.5282,0.33017,0.31379,0.16492,2.6385,-3.5282,0.32703,0.30809,0.16492
2.505,-3.068,0.34061,0.35943,2.5357,-3.2214,0.33701,0.34802,0.16492,2.5679,-3.5282,0.33353,0.33661,0.16492,2.6032,-3.5282,0.33017,0.31379,0.16492
2.4743,-3.068,0.34437,0.37655,2.505,-3.068,0.34061,0.35943,0.16492,2.5357,-3.2214,0.33701,0.34802,0.16492,2.5679,-3.5282,0.33353,0.33661,0.16492
2.4467,-2.7612,0.34825,0.38796,2.4743,-3.068,0.34437,0.37655,0.16492,2.505,-3.068,0.34061,0.35943,0.16492,2.5357,-3.2214,0.33701,0.34802,0.16492
2.4207,-2.6078,0.3523,0.40508,2.4467,-2.7612,0.34825,0.38796,0.16492,2.4743,-3.068,0.34437,0.37655,0.16492,2.505,-3.068,0.34061,0.35943,0.16492
2.3961,-2.4544,0.35612,0.38226,2.4207,-2.6078,0.3523,0.40508,-0.2,2.4467,-2.7612,0.34825,0.38796,0.16492,2.4743,-3.068,0.34437,0.37655,0.16492
2.3762,-1.9942,0.35932,0.3195,2.3961,-2.4544,0.35612,0.38226,-0.2,2.4207,-2.6078,0.3523,0.40508,-0.2,2.4467,-2.7612,0.34825,0.38796,0.16492
2.3593,-1.6874,0.362,0.26815,2.3762,-1.9942,0.35932,0.3195,-0.2,2.3961,-2.4544,0.35612,0.38226,-0.2,2.4207,-2.6078,0.3523,0.40508,-0.2
2.347,-1.2272,0.36411,0.2111,2.3593,-1.6874,0.362,0.26815,-0.2,2.3762,-1.9942,0.35932,0.3195,-0.2,2.3961,-2.4544,0.35612,0.38226,-0.2
2.3378,-0.9204,0.36571,0.15975,2.347,-1.2272,0.36411,0.2111,-0.2,2.3593,-1.6874,0.362,0.26815,-0.2,2.3762,-1.9942,0.35932,0.3195,-0.2
2.3317,-0.6136,0.36674,0.1027,2.3378,-0.9204,0.36571,0.15975,-0.2,2.347,-1.2272,0.36411,0.2111,-0.2,2.3593,-1.6874,0.362,0.26815,-0.2
2.3301,-0.1534,0.36731,0.057053,2.3317,-0.6136,0.36674,0.1027,-0.2,2.3378,-0.9204,0.36571,0.15975,-0.2,2.347,-1.2272,0.36411,0.2111,-0.2
2.3301,0,0.36731,0,2.3301,-0.1534,0.36731,0.057053,-0.2,2.3317,-0.6136,0.36674,0.1027,-0.2,2.3378,-0.9204,0.36571,0.15975,-0.2
2.3347,0.4602,0.36685,-0.045642,2.3301,0,0.36731,0,-0.2,2.3301,-0.1534,0.36731,0.057053,-0.2,2.3317,-0.6136,0.36674,0.1027,-0.2
2.344,0.9204,0.36594,-0.091285,2.3347,0.4602,0.36685,-0.045642,-0.2,2.3301,0,0.36731,0,-0.2,2.3301,-0.1534,0.36731,0.057053,-0.2
2.3547,1.0738,0.36468,-0.12552,2.344,0.9204,0.36594,-0.091285,-0.2,2.3347,0.4602,0.36685,-0.045642,-0.2,2.3301,0,0.36731,0,-0.2
2.3685,1.3806,0.36314,-0.15404,2.3547,1.0738,0.36468,-0.12552,-0.2,2.344,0.9204,0.36594,-0.091285,-0.2,2.3347,0.4602,0.36685,-0.045642,-0.2
2.3854,1.6874,0.36126,-0.18827,2.3685,1.3806,0.36314,-0.15404,-0.2,2.3547,1.0738,0.36468,-0.12552,-0.2,2.344,0.9204,0.36594,-0.091285,-0.2
2.4053,1.9942,0.35909,-0.2168,2.3854,1.6874,0.36126,-0.18827,-0.2,2.3685,1.3806,0.36314,-0.15404,-0.2,2.3547,1.0738,0.36468,-0.12552,-0.2
2.4283,2.301,0.35658,-0.25103,2.4053,1.9942,0.35909,-0.2168,-0.2,2.3854,1.6874,0.36126,-0.18827,-0.2,2.3685,1.3806,0.36314,-0.15404,-0.2
2.4544,2.6078,0.35373,-0.28526,2.4283,2.301,0.35658,-0.25103,-0.2,2.4053,1.9942,0.35909,-0.2168,-0.2,2.3854,1.6874,0.36126,-0.18827,-0.2
2.482,2.7612,0.35059,-0.31379,2.4544,2.6078,0.35373,-0.28526,-0.2,2.4283,2.301,0.35658,-0.25103,-0.2,2.4053,1.9942,0.35909,-0.2168,-0.2
2.5142,3.2214,0.34717,-0.34232,2.482,2.7612,0.35059,-0.31379,-0.2,2.4544,2.6078,0.35373,-0.28526,-0.2,2.4283,2.301,0.35658,-0.25103,-0.2
2.5464,3.2214,0.34369,-0.34802,2.5142,3.2214,0.34717,-0.34232,0.097941,2.482,2.7612,0.35059,-0.31379,-0.2,2.4544,2.6078,0.35373,-0.28526,-0.2
2.5802,3.3748,0.34055,-0.31379,2.5464,3.2214,0.34369,-0.34802,0.097941,2.5142,3.2214,0.34717,-0.34232,0.097941,2.482,2.7612,0.35059,-0.31379,-0.2
2.6155,3.5282,0.3377,-0.28527,2.5802,3.3748,0.34055,-0.31379,0.097941,2.5464,3.2214,0.34369,-0.34802,0.097941,2.5142,3.2214,0.34717,-0.34232,0.097941
2.6523,3.6816,0.33507,-0.26244,2.6155,3.5282,0.3377,-0.28527,0.097941,2.5802,3.3748,0.34055,-0.31379,0.097941,2.5464,3.2214,0.34369,-0.34802,0.097941
2.6891,3.6816,0.33279,-0.22821,2.6523,3.6816,0.33507,-0.26244,0.097941,2.6155,3.5282,0.3377,-0.28527,0.097941,2.5802,3.3748,0.34055,-0.31379,0.097941
2.7259,3.6816,0.33074,-0.20539,2.6891,3.6816,0.33279,-0.22821,0.097941,2.6523,3.6816,0.33507,-0.26244,0.097941,2.6155,3.5282,0.3377,-0.28527,0.097941
2.7627,3.6816,0.32897,-0.17686,2.7259,3.6816,0.33074,-0.20539,0.097941,2.6891,3.6816,0.33279,-0.22821,0.097941,2.6523,3.6816,0.33507,-0.26244,0.097941
2.8011,3.835,0.32748,-0.14834,2.7627,3.6816,0.32897,-0.17686,0.097941,2.7259,3.6816,0.33074,-0.20539,0.097941,2.6891,3.6816,0.33279,-0.22821,0.097941
2.8394,3.835,0.32629,-0.11981,2.8011,3.835,0.32748,-0.14834,0.097941,2.7627,3.6816,0.32897,-0.17686,0.097941,2.7259,3.6816,0.33074,-0.20539,0.097941
2.8778,3.835,0.32532,-0.09699,2.8394,3.835,0.32629,-0.11981,0.097941,2.8011,3.835,0.32748,-0.14834,0.097941,2.7627,3.6816,0.32897,-0.17686,0.097941
2.9161,3.835,0.32463,-0.068464,2.8778,3.835,0.32532,-0.09699,0.097941,2.8394,3.835,0.32629,-0.11981,0.097941,2.8011,3.835,0.32748,-0.14834,0.097941
2.9529,3.6816,0.32423,-0.039937,2.9161,3.835,0.32463,-0.068464,0.097941,2.8778,3.835,0.32532,-0.09699,0.097941,2.8394,3.835,0.32629,-0.11981,0.097941
2.9913,3.835,0.32412,-0.011411,2.9529,3.6816,0.32423,-0.039937,0.097941,2.9161,3.835,0.32463,-0.068464,0.097941,2.8778,3.835,0.32532,-0.09699,0.097941
3.0281,3.6816,0.32423,0.011411,2.9913,3.835,0.32412,-0.011411,0.097941,2.9529,3.6816,0.32423,-0.039937,0.097941,2.9161,3.835,0.32463,-0.068464,0.097941
3.0649,3.6816,0.32463,0.039937,3.0281,3.6816,0.32423,0.011411,0.097941,2.9913,3.835,0.32412,-0.011411,0.097941,2.9529,3.6816,0.32423,-0.039937,0.097941
3.1017,3.6816,0.3252,0.057053,3.0649,3.6816,0.32463,0.039937,0.097941,3.0281,3.6816,0.32423,0.011411,0.097941,2.9913,3.835,0.32412,-0.011411,0.097941
3.1386,3.6816,0.32589,0.068464,3.1017,3.6816,0.3252,0.057053,0.097941,3.0649,3.6816,0.32463,0.039937,0.097941,3.0281,3.6816,0.32423,0.011411,0.097941
-3.1093,3.5282,0.32663,0.074169,3.1386,3.6816,0.32589,0.068464,0.097941,3.1017,3.6816,0.3252,0.057053,0.097941,3.0649,3.6816,0.32463,0.039937,0.097941
-3.0741,3.5282,0.32754,0.091285,-3.1093,3.5282,0.32663,0.074169,0.097941,3.1386,3.6816,0.32589,0.068464,0.097941,3.1017,3.6816,0.3252,0.057053,0.097941
-3.0388,3.5282,0.32851,0.09699,-3.0741,3.5282,0.32754,0.091285,0.097941,-3.1093,3.5282,0.32663,0.074169,0.097941,3.1386,3.6816,0.32589,0.068464,0.097941
-3.005,3.3748,0.32965,0.11411,-3.0388,3.5282,0.32851,0.09699,0.097941,-3.0741,3.5282,0.32754,0.091285,0.097941,-3.1093,3.5282,0.32663,0.074169,0.097941
-2.9728,3.2214,0.33085,0.11981,-3.005,3.3748,0.32965,0.11411,0.097941,-3.0388,3.5282,0.32851,0.09699,0.097941,-3.0741,3.5282,0.32754,0.091285,0.097941
-2.9406,3.2214,0.33222,0.13693,-2.9728,3.2214,0.33085,0.11981,0.097941,-3.005,3.3748,0.32965,0.11411,0.097941,-3.0388,3.5282,0.32851,0.09699,0.097941
-2.9084,3.2214,0.33365,0.14263,-2.9406,3.2214,0.33222,0.13693,0.097941,-2.9728,3.2214,0.33085,0.11981,0.097941,-3.005,3.3748,0.32965,0.11411,0.097941
-2.8792,2.9146,0.33519,0.15404,-2.9084,3.2214,0.33365,0.14263,0.097941,-2.9406,3.2214,0.33222,0.13693,0.097941,-2.9728,3.2214,0.33085,0.11981,0.097941
-2.8501,2.9146,0.3369,0.17116,-2.8792,2.9146,0.33519,0.15404,0.097941,-2.9084,3.2214,0.33365,0.14263,0.097941,-2.9406,3.2214,0.33222,0.13693,0.097941
-2.8225,2.7612,0.33867,0.17686,-2.8501,2.9146,0.3369,0.17116,0.097941,-2.8792,2.9146,0.33519,0.15404,0.097941,-2.9084,3.2214,0.33365,0.14263,0.097941
-2.7964,2.6078,0.34055,0.18827,-2.8225,2.7612,0.33867,0.17686,0.097941,-2.8501,2.9146,0.3369,0.17116,0.097941,-2.8792,2.9146,0.33519,0.15404,0.097941
-2.7719,2.4544,0.34255,0.19969,-2.7964,2.6078,0.34055,0.18827,0.097941,-2.8225,2.7612,0.33867,0.17686,0.097941,-2.8501,2.9146,0.3369,0.17116,0.097941
-2.7473,2.4544,0.34454,0.19969,-2.7719,2.4544,0.34255,0.19969,-0.040954,-2.7964,2.6078,0.34055,0.18827,0.097941,-2.8225,2.7612,0.33867,0.17686,0.097941
-2.7243,2.301,0.34637,0.18257,-2.7473,2.4544,0.34454,0.19969,-0.040954,-2.7719,2.4544,0.34255,0.19969,-0.040954,-2.7964,2.6078,0.34055,0.18827,0.097941
-2.7028,2.1476,0.34802,0.16545,-2.7243,2.301,0.34637,0.18257,-0.040954,-2.7473,2.4544,0.34454,0.19969,-0.040954,-2.7719,2.4544,0.34255,0.19969,-0.040954
-2.6814,2.1476,0.34951,0.14834,-2.7028,2.1476,0.34802,0.16545,-0.040954,-2.7243,2.301,0.34637,0.18257,-0.040954,-2.7473,2.4544,0.34454,0.19969,-0.040954
-2.6614,1.9942,0.35082,0.13122,-2.6814,2.1476,0.34951,0.14834,-0.040954,-2.7028,2.1476,0.34802,0.16545,-0.040954,-2.7243,2.301,0.34637,0.18257,-0.040954
-2.6415,1.9942,0.35185,0.1027,-2.6614,1.9942,0.35082,0.13122,-0.2,-2.6814,2.1476,0.34951,0.14834,-0.040954,-2.7028,2.1476,0.34802,0.16545,-0.040954
-2.6215,1.9942,0.35242,0.057053,-2.6415,1.9942,0.35185,0.1027,-0.2,-2.6614,1.9942,0.35082,0.13122,-0.2,-2.6814,2.1476,0.34951,0.14834,-0.040954
-2.6031,1.8408,0.35253,0.011411,-2.6215,1.9942,0.35242,0.057053,-0.2,-2.6415,1.9942,0.35185,0.1027,-0.2,-2.6614,1.9942,0.35082,0.13122,-0.2
-2.5847,1.8408,0.35219,-0.034232,-2.6031,1.8408,0.35253,0.011411,-0.2,-2.6215,1.9942,0.35242,0.057053,-0.2,-2.6415,1.9942,0.35185,0.1027,-0.2
-2.5663,1.8408,0.3515,-0.068464,-2.5847,1.8408,0.35219,-0.034232,-0.2,-2.6031,1.8408,0.35253,0.011411,-0.2,-2.6215,1.9942,0.35242,0.057053,-0.2
-2.5494,1.6874,0.35053,-0.09699,-2.5663,1.8408,0.3515,-0.068464,-0.2,-2.5847,1.8408,0.35219,-0.034232,-0.2,-2.6031,1.8408,0.35253,0.011411,-0.2
-2.5341,1.534,0.34928,-0.12552,-2.5494,1.6874,0.35053,-0.09699,-0.2,-2.5663,1.8408,0.3515,-0.068464,-0.2,-2.5847,1.8408,0.35219,-0.034232,-0.2
-2.5187,1.534,0.34797,-0.13122,-2.5341,1.534,0.34928,-0.12552,-0.040954,-2.5494,1.6874,0.35053,-0.09699,-0.2,-2.5663,1.8408,0.3515,-0.068464,-0.2
-2.5065,1.2272,0.34665,-0.13122,-2.5187,1.534,0.34797,-0.13122,-0.040954,-2.5341,1.534,0.34928,-0.12552,-0.040954,-2.5494,1.6874,0.35053,-0.09699,-0.2
-2.4973,0.9204,0.34546,-0.11981,-2.5065,1.2272,0.34665,-0.13122,-0.040954,-2.5187,1.534,0.34797,-0.13122,-0.040954,-2.5341,1.534,0.34928,-0.12552,-0.040954
-2.4896,0.767,0.34426,-0.11981,-2.4973,0.9204,0.34546,-0.11981,-0.040954,-2.5065,1.2272,0.34665,-0.13122,-0.040954,-2.5187,1.534,0.34797,-0.13122,-0.040954
-2.4835,0.6136,0.34312,-0.11411,-2.4896,0.767,0.34426,-0.11981,-0.040954,-2.4973,0.9204,0.34546,-0.11981,-0.040954,-2.5065,1.2272,0.34665,-0.13122,-0.040954
-2.4789,0.4602,0.34203,-0.1084,-2.4835,0.6136,0.34312,-0.11411,-0.040954,-2.4896,0.767,0.34426,-0.11981,-0.040954,-2.4973,0.9204,0.34546,-0.11981,-0.040954
-2.4773,0.1534,0.34101,-0.1027,-2.4789,0.4602,0.34203,-0.1084,-0.040954,-2.4835,0.6136,0.34312,-0.11411,-0.040954,-2.4896,0.767,0.34426,-0.11981,-0.040954
-2.4773,0,0.34004,-0.09699,-2.4773,0.1534,0.34101,-0.1027,-0.040954,-2.4789,0.4602,0.34203,-0.1084,-0.040954,-2.4835,0.6136,0.34312,-0.11411,-0.040954
-2.4804,-0.3068,0.33912,-0.091285,-2.4773,0,0.34004,-0.09699,-0.040954,-2.4773,0.1534,0.34101,-0.1027,-0.040954,-2.4789,0.4602,0.34203,-0.1084,-0.040954
-2.485,-0.4602,0.33821,-0.091285,-2.4804,-0.3068,0.33912,-0.091285,-0.040954,-2.4773,0,0.34004,-0.09699,-0.040954,-2.4773,0.1534,0.34101,-0.1027,-0.040954
-2.4911,-0.6136,0.33735,-0.085579,-2.485,-0.4602,0.33821,-0.091285,-0.040954,-2.4804,-0.3068,0.33912,-0.091285,-0.040954,-2.4773,0,0.34004,-0.09699,-0.040954
-2.5003,-0.9204,0.33656,-0.079874,-2.4911,-0.6136,0.33735,-0.085579,-0.040954,-2.485,-0.4602,0.33821,-0.091285,-0.040954,-2.4804,-0.3068,0.33912,-0.091285,-0.040954
-2.5095,-0.9204,0.33581,-0.074169,-2.5003,-0.9204,0.33656,-0.079874,-0.040954,-2.4911,-0.6136,0.33735,-0.085579,-0.040954,-2.485,-0.4602,0.33821,-0.091285,-0.040954
-2.5234,-1.3806,0.33507,-0.074169,-2.5095,-0.9204,0.33581,-0.074169,-0.040954,-2.5003,-0.9204,0.33656,-0.079874,-0.040954,-2.4911,-0.6136,0.33735,-0.085579,-0.040954
-2.5372,-1.3806,0.33439,-0.068464,-2.5234,-1.3806,0.33507,-0.074169,-0.040954,-2.5095,-0.9204,0.33581,-0.074169,-0.040954,-2.5003,-0.9204,0.33656,-0.079874,-0.040954
-2.554,-1.6874,0.33376,-0.062758,-2.5372,-1.3806,0.33439,-0.068464,-0.040954,-2.5234,-1.3806,0.33507,-0.074169,-0.040954,-2.5095,-0.9204,0.33581,-0.074169,-0.040954
-2.5724,-1.8408,0.33319,-0.057053,-2.554,-1.6874,0.33376,-0.062758,-0.040954,-2.5372,-1.3806,0.33439,-0.068464,-0.040954,-2.5234,-1.3806,0.33507,-0.074169,-0.040954
-2.5924,-1.9942,0.33262,-0.057053,-2.5724,-1.8408,0.33319,-0.057053,-0.040954,-2.554,-1.6874,0.33376,-0.062758,-0.040954,-2.5372,-1.3806,0.33439,-0.068464,-0.040954
-2.6154,-2.301,0.33216,-0.045642,-2.5924,-1.9942,0.33262,-0.057053,-0.040954,-2.5724,-1.8408,0.33319,-0.057053,-0.040954,-2.554,-1.6874,0.33376,-0.062758,-0.040954
-2.6384,-2.301,0.33165,-0.051348,-2.6154,-2.301,0.33216,-0.045642,-0.040954,-2.5924,-1.9942,0.33262,-0.057053,-0.040954,-2.5724,-1.8408,0.33319,-0.057053,-0.040954
-2.6645,-2.6078,0.33125,-0.039937,-2.6384,-2.301,0.33165,-0.051348,-0.040954,-2.6154,-2.301,0.33216,-0.045642,-0.040954,-2.5924,-1.9942,0.33262,-0.057053,-0.040954
-2.6921,-2.7612,0.33085,-0.039937,-2.6645,-2.6078,0.33125,-0.039937,-0.040954,-2.6384,-2.301,0.33165,-0.051348,-0.040954,-2.6154,-2.301,0.33216,-0.045642,-0.040954
-2.7197,-2.7612,0.33051,-0.034232,-2.6921,-2.7612,0.33085,-0.039937,-0.040954,-2.6645,-2.6078,0.33125,-0.039937,-0.040954,-2.6384,-2.301,0.33165,-0.051348,-0.040954
-2.7504,-3.068,0.33017,-0.034232,-2.7197,-2.7612,0.33051,-0.034232,-0.040954,-2.6921,-2.7612,0.33085,-0.039937,-0.040954,-2.6645,-2.6078,0.33125,-0.039937,-0.040954
-2.7811,-3.068,0.32988,-0.028526,-2.7504,-3.068,0.33017,-0.034232,-0.040954,-2.7197,-2.7612,0.33051,-0.034232,-0.040954,-2.6921,-2.7612,0.33085,-0.039937,-0.040954
-2.8133,-3.2214,0.32965,-0.022821,-2.7811,-3.068,0.32988,-0.028526,-0.040954,-2.7504,-3.068,0.33017,-0.034232,-0.040954,-2.7197,-2.7612,0.33051,-0.034232,-0.040954
-2.847,-3.3748,0.32942,-0.022821,-2.8133,-3.2214,0.32965,-0.022821,-0.040954,-2.7811,-3.068,0.32988,-0.028526,-0.040954,-2.7504,-3.068,0.33017,-0.034232,-0.040954
-2.8823,-3.5282,0.3292,-0.022821,-2.847,-3.3748,0.32942,-0.022821,-0.040954,-2.8133,-3.2214,0.32965,-0.022821,-0.040954,-2.7811,-3.068,0.32988,-0.028526,-0.040954
-2.9161,-3.3748,0.32897,-0.022821,-2.8823,-3.5282,0.3292,-0.022821,-0.12495,-2.847,-3.3748,0.32942,-0.022821,-0.040954,-2.8133,-3.2214,0.32965,-0.022821,-0.040954
-2.9529,-3.6816,0.32851,-0.045642,-2.9161,-3.3748,0.32897,-0.022821,-0.12495,-2.8823,-3.5282,0.3292,-0.022821,-0.12495,-2.847,-3.3748,0.32942,-0.022821,-0.040954
-2.9882,-3.5282,0.328,-0.051348,-2.9529,-3.6816,0.32851,-0.045642,-0.12495,-2.9161,-3.3748,0.32897,-0.022821,-0.12495,-2.8823,-3.5282,0.3292,-0.022821,-0.12495
-3.0234,-3.5282,0.32726,-0.074169,-2.9882,-3.5282,0.328,-0.051348,-0.12495,-2.9529,-3.6816,0.32851,-0.045642,-0.12495,-2.9161,-3.3748,0.32897,-0.022821,-0.12495
-3.0587,-3.5282,0.3264,-0.085579,-3.0234,-3.5282,0.32726,-0.074169,-0.12495,-2.9882,-3.5282,0.328,-0.051348,-0.12495,-2.9529,-3.6816,0.32851,-0.045642,-0.12495
-3.094,-3.5282,0.32543,-0.09699,-3.0587,-3.5282,0.3264,-0.085579,-0.12495,-3.0234,-3.5282,0.32726,-0.074169,-0.12495,-2.9882,-3.5282,0.328,-0.051348,-0.12495
-3.1277,-3.3748,0.32423,-0.11981,-3.094,-3.5282,0.32543,-0.09699,-0.12495,-3.0587,-3.5282,0.3264,-0.085579,-0.12495,-3.0234,-3.5282,0.32726,-0.074169,-0.12495
