x_k,x_dot_k,theta_k,theta_dot_k,x_k-1,x_dot_k-1,theta_k-1,theta_dot_k-1,u_k-1,x_k-2,x_dot_k-2,theta_k-2,theta_dot_k-2,u_k-2,x_k-3,x_dot_k-3,theta_k-3,theta_dot_k-3,u_k-3
0.041497,-0.9204,-0.062701,-0.29668,0.050701,-0.767,-0.059734,-0.26815,-0.19987,0.058371,-0.767,-0.057053,-0.24533,-0.19916,0.066041,-0.767,-0.0546,-0.2168,-0.19783
0.030759,-1.0738,-0.065953,-0.3252,0.041497,-0.9204,-0.062701,-0.29668,-0.19996,0.050701,-0.767,-0.059734,-0.26815,-0.19987,0.058371,-0.767,-0.057053,-0.24533,-0.19916
0.020021,-1.0738,-0.069491,-0.35373,0.030759,-1.0738,-0.065953,-0.3252,-0.19943,0.041497,-0.9204,-0.062701,-0.29668,-0.19996,0.050701,-0.767,-0.059734,-0.26815,-0.19987
0.0092827,-1.0738,-0.073256,-0.37655,0.020021,-1.0738,-0.069491,-0.35373,-0.19828,0.030759,-1.0738,-0.065953,-0.3252,-0.19943,0.041497,-0.9204,-0.062701,-0.29668,-0.19996
-0.0029893,-1.2272,-0.07725,-0.39937,0.0092827,-1.0738,-0.073256,-0.37655,-0.19651,0.020021,-1.0738,-0.069491,-0.35373,-0.19828,0.030759,-1.0738,-0.065953,-0.3252,-0.19943
-0.016795,-1.3806,-0.081472,-0.42219,-0.0029893,-1.2272,-0.07725,-0.39937,-0.19413,0.0092827,-1.0738,-0.073256,-0.37655,-0.19651,0.020021,-1.0738,-0.069491,-0.35373,-0.19828
-0.030601,-1.3806,-0.085979,-0.45072,-0.016795,-1.3806,-0.081472,-0.42219,-0.19115,-0.0029893,-1.2272,-0.07725,-0.39937,-0.19413,0.0092827,-1.0738,-0.073256,-0.37655,-0.19651
-0.044407,-1.3806,-0.090657,-0.46783,-0.030601,-1.3806,-0.085979,-0.45072,-0.18756,-0.016795,-1.3806,-0.081472,-0.42219,-0.19115,-0.0029893,-1.2272,-0.07725,-0.39937,-0.19413
-0.059747,-1.534,-0.095621,-0.49636,-0.044407,-1.3806,-0.090657,-0.46783,-0.1834,-0.030601,-1.3806,-0.085979,-0.45072,-0.18756,-0.016795,-1.3806,-0.081472,-0.42219,-0.19115
-0.076621,-1.6874,-0.10076,-0.51348,-0.059747,-1.534,-0.095621,-0.49636,-0.17865,-0.044407,-1.3806,-0.090657,-0.46783,-0.1834,-0.030601,-1.3806,-0.085979,-0.45072,-0.18756
-0.093495,-1.6874,-0.10606,-0.53059,-0.076621,-1.6874,-0.10076,-0.51348,-0.17335,-0.059747,-1.534,-0.095621,-0.49636,-0.17865,-0.044407,-1.3806,-0.090657,-0.46783,-0.1834
-0.1119,-1.8408,-0.1116,-0.55341,-0.093495,-1.6874,-0.10606,-0.53059,-0.16751,-0.076621,-1.6874,-0.10076,-0.51348,-0.17335,-0.059747,-1.534,-0.095621,-0.49636,-0.17865
-0.13185,-1.9942,-0.1173,-0.57053,-0.1119,-1.8408,-0.1116,-0.55341,-0.16114,-0.093495,-1.6874,-0.10606,-0.53059,-0.16751,-0.076621,-1.6874,-0.10076,-0.51348,-0.17335
-0.15179,-1.9942,-0.12318,-0.58765,-0.13185,-1.9942,-0.1173,-0.57053,-0.15426,-0.1119,-1.8408,-0.1116,-0.55341,-0.16114,-0.093495,-1.6874,-0.10606,-0.53059,-0.16751
-0.17173,-1.9942,-0.12917,-0.59906,-0.15179,-1.9942,-0.12318,-0.58765,-0.1469,-0.13185,-1.9942,-0.1173,-0.57053,-0.15426,-0.1119,-1.8408,-0.1116,-0.55341,-0.16114
-0.19474,-2.301,-0.13533,-0.61617,-0.17173,-1.9942,-0.12917,-0.59906,-0.13907,-0.15179,-1.9942,-0.12318,-0.58765,-0.1469,-0.13185,-1.9942,-0.1173,-0.57053,-0.15426
-0.21775,-2.301,-0.14161,-0.62758,-0.19474,-2.301,-0.13533,-0.61617,-0.13081,-0.17173,-1.9942,-0.12917,-0.59906,-0.13907,-0.15179,-1.9942,-0.12318,-0.58765,-0.1469
-0.24076,-2.301,-0.148,-0.63899,-0.21775,-2.301,-0.14161,-0.62758,-0.12214,-0.19474,-2.301,-0.13533,-0.61617,-0.13081,-0.17173,-1.9942,-0.12917,-0.59906,-0.13907
-0.26684,-2.6078,-0.1545,-0.6504,-0.24076,-2.301,-0.148,-0.63899,-0.11308,-0.21775,-2.301,-0.14161,-0.62758,-0.12214,-0.19474,-2.301,-0.13533,-0.61617,-0.13081
-0.29292,-2.6078,-0.161,-0.6504,-0.26684,-2.6078,-0.1545,-0.6504,-0.10366,-0.24076,-2.301,-0.148,-0.63899,-0.11308,-0.21775,-2.301,-0.14161,-0.62758,-0.12214
-0.32053,-2.7612,-0.16762,-0.66181,-0.29292,-2.6078,-0.161,-0.6504,-0.093918,-0.26684,-2.6078,-0.1545,-0.6504,-0.10366,-0.24076,-2.301,-0.148,-0.63899,-0.11308
-0.34814,-2.7612,-0.1743,-0.66752,-0.32053,-2.7612,-0.16762,-0.66181,-0.083875,-0.29292,-2.6078,-0.161,-0.6504,-0.093918,-0.26684,-2.6078,-0.1545,-0.6504,-0.10366
-0.37729,-2.9146,-0.18092,-0.66181,-0.34814,-2.7612,-0.1743,-0.66752,-0.073565,-0.32053,-2.7612,-0.16762,-0.66181,-0.083875,-0.29292,-2.6078,-0.161,-0.6504,-0.093918
-0.40797,-3.068,-0.18759,-0.66752,-0.37729,-2.9146,-0.18092,-0.66181,-0.063021,-0.34814,-2.7612,-0.1743,-0.66752,-0.073565,-0.32053,-2.7612,-0.16762,-0.66181,-0.083875
-0.44018,-3.2214,-0.19421,-0.66181,-0.40797,-3.068,-0.18759,-0.66752,-0.052276,-0.37729,-2.9146,-0.18092,-0.66181,-0.063021,-0.34814,-2.7612,-0.1743,-0.66752,-0.073565
-0.47239,-3.2214,-0.20083,-0.66181,-0.44018,-3.2214,-0.19421,-0.66181,-0.041363,-0.40797,-3.068,-0.18759,-0.66752,-0.052276,-0.37729,-2.9146,-0.18092,-0.66181,-0.063021
-0.50768,-3.5282,-0.20733,-0.6504,-0.47239,-3.2214,-0.20083,-0.66181,-0.030317,-0.44018,-3.2214,-0.19421,-0.66181,-0.041363,-0.40797,-3.068,-0.18759,-0.66752,-0.052276
-0.54296,-3.5282,-0.21378,-0.6447,-0.50768,-3.5282,-0.20733,-0.6504,-0.019172,-0.47239,-3.2214,-0.20083,-0.66181,-0.030317,-0.44018,-3.2214,-0.19421,-0.66181,-0.041363
-0.57977,-3.6816,-0.22011,-0.63329,-0.54296,-3.5282,-0.21378,-0.6447,-0.0079634,-0.50768,-3.5282,-0.20733,-0.6504,-0.019172,-0.47239,-3.2214,-0.20083,-0.66181,-0.030317
-0.61812,-3.835,-0.22633,-0.62188,-0.57977,-3.6816,-0.22011,-0.63329,0.0032734,-0.54296,-3.5282,-0.21378,-0.6447,-0.0079634,-0.50768,-3.5282,-0.20733,-0.6504,-0.019172
-0.65801,-3.9884,-0.23232,-0.59906,-0.61812,-3.835,-0.22633,-0.62188,0.014503,-0.57977,-3.6816,-0.22011,-0.63329,0.0032734,-0.54296,-3.5282,-0.21378,-0.6447,-0.0079634
-0.69943,-4.1418,-0.2382,-0.58765,-0.65801,-3.9884,-0.23232,-0.59906,0.02569,-0.61812,-3.835,-0.22633,-0.62188,0.014503,-0.57977,-3.6816,-0.22011,-0.63329,0.0032734
-0.74238,-4.2952,-0.24384,-0.56482,-0.69943,-4.1418,-0.2382,-0.58765,0.036799,-0.65801,-3.9884,-0.23232,-0.59906,0.02569,-0.61812,-3.835,-0.22633,-0.62188,0.014503
-0.78533,-4.2952,-0.24926,-0.542,-0.74238,-4.2952,-0.24384,-0.56482,0.047794,-0.69943,-4.1418,-0.2382,-0.58765,0.036799,-0.65801,-3.9884,-0.23232,-0.59906,0.02569
-0.83135,-4.602,-0.25446,-0.51918,-0.78533,-4.2952,-0.24926,-0.542,0.058641,-0.74238,-4.2952,-0.24384,-0.56482,0.047794,-0.69943,-4.1418,-0.2382,-0.58765,0.036799
-0.88044,-4.9088,-0.25936,-0.49066,-0.83135,-4.602,-0.25446,-0.51918,0.069306,-0.78533,-4.2952,-0.24926,-0.542,0.058641,-0.74238,-4.2952,-0.24384,-0.56482,0.047794
-0.92953,-4.9088,-0.26398,-0.46213,-0.88044,-4.9088,-0.25936,-0.49066,0.079754,-0.83135,-4.602,-0.25446,-0.51918,0.069306,-0.78533,-4.2952,-0.24926,-0.542,0.058641
-0.98015,-5.0622,-0.26832,-0.4336,-0.92953,-4.9088,-0.26398,-0.46213,0.089952,-0.88044,-4.9088,-0.25936,-0.49066,0.079754,-0.83135,-4.602,-0.25446,-0.51918,0.069306
-1.0338,-5.369,-0.27226,-0.39367,-0.98015,-5.0622,-0.26832,-0.4336,0.099867,-0.92953,-4.9088,-0.26398,-0.46213,0.089952,-0.88044,-4.9088,-0.25936,-0.49066,0.079754
-1.0906,-5.6758,-0.27585,-0.35943,-1.0338,-5.369,-0.27226,-0.39367,0.10947,-0.98015,-5.0622,-0.26832,-0.4336,0.099867,-0.92953,-4.9088,-0.26398,-0.46213,0.089952
-1.1474,-5.6758,-0.27905,-0.3195,-1.0906,-5.6758,-0.27585,-0.35943,0.11872,-1.0338,-5.369,-0.27226,-0.39367,0.10947,-0.98015,-5.0622,-0.26832,-0.4336,0.099867
-1.2087,-6.136,-0.28184,-0.27956,-1.1474,-5.6758,-0.27905,-0.3195,0.12761,-1.0906,-5.6758,-0.27585,-0.35943,0.11872,-1.0338,-5.369,-0.27226,-0.39367,0.10947
-1.2701,-6.136,-0.28418,-0.23392,-1.2087,-6.136,-0.28184,-0.27956,0.13608,-1.1474,-5.6758,-0.27905,-0.3195,0.12761,-1.0906,-5.6758,-0.27585,-0.35943,0.11872
-1.336,-6.5962,-0.28612,-0.19398,-1.2701,-6.136,-0.28418,-0.23392,0.14413,-1.2087,-6.136,-0.28184,-0.27956,0.13608,-1.1474,-5.6758,-0.27905,-0.3195,0.12761
-1.4035,-6.7496,-0.28755,-0.14263,-1.336,-6.5962,-0.28612,-0.19398,0.15172,-1.2701,-6.136,-0.28418,-0.23392,0.14413,-1.2087,-6.136,-0.28184,-0.27956,0.13608
-1.4756,-7.2098,-0.28857,-0.1027,-1.4035,-6.7496,-0.28755,-0.14263,0.15883,-1.336,-6.5962,-0.28612,-0.19398,0.15172,-1.2701,-6.136,-0.28418,-0.23392,0.14413
-1.5493,-7.3632,-0.28903,-0.045642,-1.4756,-7.2098,-0.28857,-0.1027,0.16544,-1.4035,-6.7496,-0.28755,-0.14263,0.15883,-1.336,-6.5962,-0.28612,-0.19398,0.15172
-1.626,-7.67,-0.28903,0,-1.5493,-7.3632,-0.28903,-0.045642,0.17152,-1.4756,-7.2098,-0.28857,-0.1027,0.16544,-1.4035,-6.7496,-0.28755,-0.14263,0.15883
-1.7057,-7.9768,-0.28846,0.057053,-1.626,-7.67,-0.28903,0,0.17705,-1.5493,-7.3632,-0.28903,-0.045642,0.17152,-1.4756,-7.2098,-0.28857,-0.1027,0.16544
-1.7901,-8.437,-0.28743,0.1027,-1.7057,-7.9768,-0.28846,0.057053,0.18202,-1.626,-7.67,-0.28903,0,0.17705,-1.5493,-7.3632,-0.28903,-0.045642,0.17152
-1.8775,-8.7438,-0.28601,0.14263,-1.7901,-8.437,-0.28743,0.1027,0.18641,-1.7057,-7.9768,-0.28846,0.057053,0.18202,-1.626,-7.67,-0.28903,0,0.17705
-1.968,-9.0506,-0.28418,0.18257,-1.8775,-8.7438,-0.28601,0.14263,0.19021,-1.7901,-8.437,-0.28743,0.1027,0.18641,-1.7057,-7.9768,-0.28846,0.057053,0.18202
-2.0616,-9.3574,-0.28184,0.23392,-1.968,-9.0506,-0.28418,0.18257,0.1934,-1.8775,-8.7438,-0.28601,0.14263,0.19021,-1.7901,-8.437,-0.28743,0.1027,0.18641
-2.1583,-9.6642,-0.2791,0.27385,-2.0616,-9.3574,-0.28184,0.23392,0.19597,-1.968,-9.0506,-0.28418,0.18257,0.1934,-1.8775,-8.7438,-0.28601,0.14263,0.19021
-2.2595,-10.1244,-0.27591,0.3195,-2.1583,-9.6642,-0.2791,0.27385,0.19792,-2.0616,-9.3574,-0.28184,0.23392,0.19597,-1.968,-9.0506,-0.28418,0.18257,0.1934
-2.3638,-10.4312,-0.27226,0.36514,-2.2595,-10.1244,-0.27591,0.3195,0.19923,-2.1583,-9.6642,-0.2791,0.27385,0.19792,-2.0616,-9.3574,-0.28184,0.23392,0.19597
-2.4712,-10.738,-0.26815,0.41078,-2.3638,-10.4312,-0.27226,0.36514,0.1999,-2.2595,-10.1244,-0.27591,0.3195,0.19923,-2.1583,-9.6642,-0.2791,0.27385,0.19792
-2.5816,-11.0448,-0.26364,0.45072,-2.4712,-10.738,-0.26815,0.41078,0.19994,-2.3638,-10.4312,-0.27226,0.36514,0.1999,-2.2595,-10.1244,-0.27591,0.3195,0.19923
-2.6952,-11.3516,-0.25874,0.49066,-2.5816,-11.0448,-0.26364,0.45072,0.19933,-2.4712,-10.738,-0.26815,0.41078,0.19994,-2.3638,-10.4312,-0.27226,0.36514,0.1999
-2.8102,-11.505,-0.25343,0.53059,-2.6952,-11.3516,-0.25874,0.49066,0.19808,-2.5816,-11.0448,-0.26364,0.45072,0.19933,-2.4712,-10.738,-0.26815,0.41078,0.19994
-2.9283,-11.8118,-0.24778,0.56482,-2.8102,-11.505,-0.25343,0.53059,0.19619,-2.6952,-11.3516,-0.25874,0.49066,0.19808,-2.5816,-11.0448,-0.26364,0.45072,0.19933
-3.0464,-11.8118,-0.24185,0.59335,-2.9283,-11.8118,-0.24778,0.56482,0.19368,-2.8102,-11.505,-0.25343,0.53059,0.19619,-2.6952,-11.3516,-0.25874,0.49066,0.19808
3.1156,-12.1186,-0.23563,0.62188,-3.0464,-11.8118,-0.24185,0.59335,0.19054,-2.9283,-11.8118,-0.24778,0.56482,0.19368,-2.8102,-11.505,-0.25343,0.53059,0.19619
2.9944,-12.1186,-0.22924,0.63899,3.1156,-12.1186,-0.23563,0.62188,0.18679,-3.0464,-11.8118,-0.24185,0.59335,0.19054,-2.9283,-11.8118,-0.24778,0.56482,0.19368
2.8747,-11.9652,-0.22268,0.65611,2.9944,-12.1186,-0.22924,0.63899,0.18243,3.1156,-12.1186,-0.23563,0.62188,0.18679,-3.0464,-11.8118,-0.24185,0.59335,0.19054
2.7535,-12.1186,-0.216,0.66752,2.8747,-11.9652,-0.22268,0.65611,0.17749,2.9944,-12.1186,-0.22924,0.63899,0.18243,3.1156,-12.1186,-0.23563,0.62188,0.18679
2.6354,-11.8118,-0.20927,0.67323,2.7535,-12.1186,-0.216,0.66752,0.17197,2.8747,-11.9652,-0.22268,0.65611,0.17749,2.9944,-12.1186,-0.22924,0.63899,0.18243
2.5173,-11.8118,-0.20254,0.67323,2.6354,-11.8118,-0.20927,0.67323,0.16589,2.7535,-12.1186,-0.216,0.66752,0.17197,2.8747,-11.9652,-0.22268,0.65611,0.17749
2.4022,-11.505,-0.19581,0.67323,2.5173,-11.8118,-0.20254,0.67323,0.15928,2.6354,-11.8118,-0.20927,0.67323,0.16589,2.7535,-12.1186,-0.216,0.66752,0.17197
2.2887,-11.3516,-0.18913,0.66752,2.4022,-11.505,-0.19581,0.67323,0.15216,2.5173,-11.8118,-0.20254,0.67323,0.15928,2.6354,-11.8118,-0.20927,0.67323,0.16589
2.1783,-11.0448,-0.18257,0.65611,2.2887,-11.3516,-0.18913,0.66752,0.14454,2.4022,-11.505,-0.19581,0.67323,0.15216,2.5173,-11.8118,-0.20254,0.67323,0.15928
2.0709,-10.738,-0.17612,0.6447,2.1783,-11.0448,-0.18257,0.65611,0.13645,2.2887,-11.3516,-0.18913,0.66752,0.14454,2.4022,-11.505,-0.19581,0.67323,0.15216
1.9666,-10.4312,-0.16979,0.63329,2.0709,-10.738,-0.17612,0.6447,0.12792,2.1783,-11.0448,-0.18257,0.65611,0.13645,2.2887,-11.3516,-0.18913,0.66752,0.14454
1.8653,-10.1244,-0.16357,0.62188,1.9666,-10.4312,-0.16979,0.63329,0.11897,2.0709,-10.738,-0.17612,0.6447,0.12792,2.1783,-11.0448,-0.18257,0.65611,0.13645
1.7687,-9.6642,-0.15752,0.60476,1.8653,-10.1244,-0.16357,0.62188,0.10964,1.9666,-10.4312,-0.16979,0.63329,0.11897,2.0709,-10.738,-0.17612,0.6447,0.12792
1.6736,-9.5108,-0.15159,0.59335,1.7687,-9.6642,-0.15752,0.60476,0.099942,1.8653,-10.1244,-0.16357,0.62188,0.10964,1.9666,-10.4312,-0.16979,0.63329,0.11897
1.5831,-9.0506,-0.14577,0.58194,1.6736,-9.5108,-0.15159,0.59335,0.089922,1.7687,-9.6642,-0.15752,0.60476,0.099942,1.8653,-10.1244,-0.16357,0.62188,0.10964
1.4941,-8.8972,-0.14012,0.56482,1.5831,-9.0506,-0.14577,0.58194,0.079608,1.6736,-9.5108,-0.15159,0.59335,0.089922,1.7687,-9.6642,-0.15752,0.60476,0.099942
1.4097,-8.437,-0.13465,0.54771,1.4941,-8.8972,-0.14012,0.56482,0.069033,1.5831,-9.0506,-0.14577,0.58194,0.079608,1.6736,-9.5108,-0.15159,0.59335,0.089922
1.3284,-8.1302,-0.12928,0.5363,1.4097,-8.437,-0.13465,0.54771,0.058231,1.4941,-8.8972,-0.14012,0.56482,0.069033,1.5831,-9.0506,-0.14577,0.58194,0.079608
1.2502,-7.8234,-0.12409,0.51918,1.3284,-8.1302,-0.12928,0.5363,0.047237,1.4097,-8.437,-0.13465,0.54771,0.058231,1.4941,-8.8972,-0.14012,0.56482,0.069033
1.1735,-7.67,-0.11907,0.50207,1.2502,-7.8234,-0.12409,0.51918,0.036087,1.3284,-8.1302,-0.12928,0.5363,0.047237,1.4097,-8.437,-0.13465,0.54771,0.058231
1.1014,-7.2098,-0.11422,0.48495,1.1735,-7.67,-0.11907,0.50207,0.024816,1.2502,-7.8234,-0.12409,0.51918,0.036087,1.3284,-8.1302,-0.12928,0.5363,0.047237
1.0308,-7.0564,-0.10948,0.47354,1.1014,-7.2098,-0.11422,0.48495,0.013461,1.1735,-7.67,-0.11907,0.50207,0.024816,1.2502,-7.8234,-0.12409,0.51918,0.036087
0.96335,-6.7496,-0.10498,0.45072,1.0308,-7.0564,-0.10948,0.47354,0.0020593,1.1014,-7.2098,-0.11422,0.48495,0.013461,1.1735,-7.67,-0.11907,0.50207,0.024816
0.89892,-6.4428,-0.1007,0.4279,0.96335,-6.7496,-0.10498,0.45072,-0.0093523,1.0308,-7.0564,-0.10948,0.47354,0.0020593,1.1014,-7.2098,-0.11422,0.48495,0.013461
0.8345,-6.4428,-0.096591,0.41078,0.89892,-6.4428,-0.1007,0.4279,-0.020736,0.96335,-6.7496,-0.10498,0.45072,-0.0093523,1.0308,-7.0564,-0.10948,0.47354,0.0020593
0.77467,-5.9826,-0.092711,0.38796,0.8345,-6.4428,-0.096591,0.41078,-0.032056,0.89892,-6.4428,-0.1007,0.4279,-0.020736,0.96335,-6.7496,-0.10498,0.45072,-0.0093523
0.71484,-5.9826,-0.08906,0.36514,0.77467,-5.9826,-0.092711,0.38796,-0.043274,0.8345,-6.4428,-0.096591,0.41078,-0.032056,0.89892,-6.4428,-0.1007,0.4279,-0.020736
0.65655,-5.8292,-0.085637,0.34232,0.71484,-5.9826,-0.08906,0.36514,-0.054355,0.77467,-5.9826,-0.092711,0.38796,-0.043274,0.8345,-6.4428,-0.096591,0.41078,-0.032056
0.59979,-5.6758,-0.082556,0.30809,0.65655,-5.8292,-0.085637,0.34232,-0.06526,0.71484,-5.9826,-0.08906,0.36514,-0.054355,0.77467,-5.9826,-0.092711,0.38796,-0.043274
0.54457,-5.5224,-0.079703,0.28526,0.59979,-5.6758,-0.082556,0.30809,-0.075956,0.65655,-5.8292,-0.085637,0.34232,-0.06526,0.71484,-5.9826,-0.08906,0.36514,-0.054355
0.48935,-5.5224,-0.077136,0.25674,0.54457,-5.5224,-0.079703,0.28526,-0.086406,0.59979,-5.6758,-0.082556,0.30809,-0.075956,0.65655,-5.8292,-0.085637,0.34232,-0.06526
0.43566,-5.369,-0.074911,0.22251,0.48935,-5.5224,-0.077136,0.25674,-0.096576,0.54457,-5.5224,-0.079703,0.28526,-0.086406,0.59979,-5.6758,-0.082556,0.30809,-0.075956
0.38197,-5.369,-0.072971,0.19398,0.43566,-5.369,-0.074911,0.22251,-0.10643,0.48935,-5.5224,-0.077136,0.25674,-0.096576,0.54457,-5.5224,-0.079703,0.28526,-0.086406
0.32828,-5.369,-0.071373,0.15975,0.38197,-5.369,-0.072971,0.19398,-0.11594,0.43566,-5.369,-0.074911,0.22251,-0.10643,0.48935,-5.5224,-0.077136,0.25674,-0.096576
0.27612,-5.2156,-0.070118,0.12552,0.32828,-5.369,-0.071373,0.15975,-0.12508,0.38197,-5.369,-0.072971,0.19398,-0.11594,0.43566,-5.369,-0.074911,0.22251,-0.10643
0.22243,-5.369,-0.069262,0.08558,0.27612,-5.2156,-0.070118,0.12552,-0.13381,0.32828,-5.369,-0.071373,0.15975,-0.12508,0.38197,-5.369,-0.072971,0.19398,-0.11594
0.16721,-5.5224,-0.068749,0.051348,0.22243,-5.369,-0.069262,0.08558,-0.1421,0.27612,-5.2156,-0.070118,0.12552,-0.13381,0.32828,-5.369,-0.071373,0.15975,-0.12508
0.11352,-5.369,-0.068578,0.017116,0.16721,-5.5224,-0.068749,0.051348,-0.14992,0.22243,-5.369,-0.069262,0.08558,-0.1421,0.27612,-5.2156,-0.070118,0.12552,-0.13381
0.058292,-5.5224,-0.068863,-0.028526,0.11352,-5.369,-0.068578,0.017116,-0.15726,0.16721,-5.5224,-0.068749,0.051348,-0.14992,0.22243,-5.369,-0.069262,0.08558,-0.1421
0.001534,-5.6758,-0.069434,-0.057053,0.058292,-5.5224,-0.068863,-0.028526,-0.16408,0.11352,-5.369,-0.068578,0.017116,-0.15726,0.16721,-5.5224,-0.068749,0.051348,-0.14992
-0.055224,-5.6758,-0.070289,-0.08558,0.001534,-5.6758,-0.069434,-0.057053,-0.17036,0.058292,-5.5224,-0.068863,-0.028526,-0.16408,0.11352,-5.369,-0.068578,0.017116,-0.15726
-0.11352,-5.8292,-0.071373,-0.1084,-0.055224,-5.6758,-0.070289,-0.08558,-0.17609,0.001534,-5.6758,-0.069434,-0.057053,-0.17036,0.058292,-5.5224,-0.068863,-0.028526,-0.16408
-0.17334,-5.9826,-0.072686,-0.13122,-0.11352,-5.8292,-0.071373,-0.1084,-0.18124,-0.055224,-5.6758,-0.070289,-0.08558,-0.17609,0.001534,-5.6758,-0.069434,-0.057053,-0.17036
-0.2347,-6.136,-0.074283,-0.15975,-0.17334,-5.9826,-0.072686,-0.13122,-0.18579,-0.11352,-5.8292,-0.071373,-0.1084,-0.18124,-0.055224,-5.6758,-0.070289,-0.08558,-0.17609
-0.29606,-6.136,-0.076166,-0.18827,-0.2347,-6.136,-0.074283,-0.15975,-0.18973,-0.17334,-5.9826,-0.072686,-0.13122,-0.18579,-0.11352,-5.8292,-0.071373,-0.1084,-0.18124
-0.36049,-6.4428,-0.078334,-0.2168,-0.29606,-6.136,-0.076166,-0.18827,-0.19305,-0.2347,-6.136,-0.074283,-0.15975,-0.18973,-0.17334,-5.9826,-0.072686,-0.13122,-0.18579
-0.42645,-6.5962,-0.08073,-0.23962,-0.36049,-6.4428,-0.078334,-0.2168,-0.19573,-0.29606,-6.136,-0.076166,-0.18827,-0.19305,-0.2347,-6.136,-0.074283,-0.15975,-0.18973
-0.49395,-6.7496,-0.083354,-0.26244,-0.42645,-6.5962,-0.08073,-0.23962,-0.19777,-0.36049,-6.4428,-0.078334,-0.2168,-0.19573,-0.29606,-6.136,-0.076166,-0.18827,-0.19305
-0.56451,-7.0564,-0.086264,-0.29097,-0.49395,-6.7496,-0.083354,-0.26244,-0.19915,-0.42645,-6.5962,-0.08073,-0.23962,-0.19777,-0.36049,-6.4428,-0.078334,-0.2168,-0.19573
-0.63661,-7.2098,-0.089402,-0.31379,-0.56451,-7.0564,-0.086264,-0.29097,-0.19988,-0.49395,-6.7496,-0.083354,-0.26244,-0.19915,-0.42645,-6.5962,-0.08073,-0.23962,-0.19777
-0.71178,-7.5166,-0.092768,-0.33661,-0.63661,-7.2098,-0.089402,-0.31379,-0.19995,-0.56451,-7.0564,-0.086264,-0.29097,-0.19988,-0.49395,-6.7496,-0.083354,-0.26244,-0.19915
-0.78848,-7.67,-0.096363,-0.35943,-0.71178,-7.5166,-0.092768,-0.33661,-0.19935,-0.63661,-7.2098,-0.089402,-0.31379,-0.19995,-0.56451,-7.0564,-0.086264,-0.29097,-0.19988
-0.86978,-8.1302,-0.10013,-0.37655,-0.78848,-7.67,-0.096363,-0.35943,-0.1981,-0.71178,-7.5166,-0.092768,-0.33661,-0.19935,-0.63661,-7.2098,-0.089402,-0.31379,-0.19995
-0.95261,-8.2836,-0.10406,-0.39367,-0.86978,-8.1302,-0.10013,-0.37655,-0.19619,-0.78848,-7.67,-0.096363,-0.35943,-0.1981,-0.71178,-7.5166,-0.092768,-0.33661,-0.19935
-1.0385,-8.5904,-0.10812,-0.40508,-0.95261,-8.2836,-0.10406,-0.39367,-0.19363,-0.86978,-8.1302,-0.10013,-0.37655,-0.19619,-0.78848,-7.67,-0.096363,-0.35943,-0.1981
-1.126,-8.7438,-0.11234,-0.42219,-1.0385,-8.5904,-0.10812,-0.40508,-0.19043,-0.95261,-8.2836,-0.10406,-0.39367,-0.19363,-0.86978,-8.1302,-0.10013,-0.37655,-0.19619
-1.218,-9.204,-0.11662,-0.4279,-1.126,-8.7438,-0.11234,-0.42219,-0.18659,-1.0385,-8.5904,-0.10812,-0.40508,-0.19043,-0.95261,-8.2836,-0.10406,-0.39367,-0.19363
-1.3131,-9.5108,-0.12095,-0.4336,-1.218,-9.204,-0.11662,-0.4279,-0.18214,-1.126,-8.7438,-0.11234,-0.42219,-0.18659,-1.0385,-8.5904,-0.10812,-0.40508,-0.19043
-1.4113,-9.8176,-0.12535,-0.43931,-1.3131,-9.5108,-0.12095,-0.4336,-0.17707,-1.218,-9.204,-0.11662,-0.4279,-0.18214,-1.126,-8.7438,-0.11234,-0.42219,-0.18659
-1.511,-9.971,-0.12968,-0.4336,-1.4113,-9.8176,-0.12535,-0.43931,-0.17142,-1.3131,-9.5108,-0.12095,-0.4336,-0.17707,-1.218,-9.204,-0.11662,-0.4279,-0.18214
-1.6153,-10.4312,-0.13402,-0.4336,-1.511,-9.971,-0.12968,-0.4336,-0.1652,-1.4113,-9.8176,-0.12535,-0.43931,-0.17142,-1.3131,-9.5108,-0.12095,-0.4336,-0.17707
-1.7227,-10.738,-0.1383,-0.4279,-1.6153,-10.4312,-0.13402,-0.4336,-0.15843,-1.511,-9.971,-0.12968,-0.4336,-0.1652,-1.4113,-9.8176,-0.12535,-0.43931,-0.17142
-1.8331,-11.0448,-0.14246,-0.41649,-1.7227,-10.738,-0.1383,-0.4279,-0.15113,-1.6153,-10.4312,-0.13402,-0.4336,-0.15843,-1.511,-9.971,-0.12968,-0.4336,-0.1652
-1.9466,-11.3516,-0.14651,-0.40508,-1.8331,-11.0448,-0.14246,-0.41649,-0.14332,-1.7227,-10.738,-0.1383,-0.4279,-0.15113,-1.6153,-10.4312,-0.13402,-0.4336,-0.15843
-2.0632,-11.6584,-0.15045,-0.39367,-1.9466,-11.3516,-0.14651,-0.40508,-0.13504,-1.8331,-11.0448,-0.14246,-0.41649,-0.14332,-1.7227,-10.738,-0.1383,-0.4279,-0.15113
