x_k,x_dot_k,theta_k,theta_dot_k,x_k-1,x_dot_k-1,theta_k-1,theta_dot_k-1,u_k-1,x_k-2,x_dot_k-2,theta_k-2,theta_dot_k-2,u_k-2,x_k-3,x_dot_k-3,theta_k-3,theta_dot_k-3,u_k-3
-3.1339,-0.15339808,0.0040476,-0.065432,-3.1324,-0.15339808,0.004702,-0.023794,0.37767,-3.1309,0,0.0049399,0,0.37767,-3.1309,5655.9406,0.0049399,0.49399,0.37767
-3.137,-0.30679616,0.0030364,-0.10112,-3.1339,-0.15339808,0.0040476,-0.065432,0.37767,-3.1324,-0.15339808,0.004702,-0.023794,0.37767,-3.1309,0,0.0049399,0,0.37767
-3.1401,-0.30679616,0.0016683,-0.13681,-3.137,-0.30679616,0.0030364,-0.10112,0.37767,-3.1339,-0.15339808,0.0040476,-0.065432,0.37767,-3.1324,-0.15339808,0.004702,-0.023794,0.37767
3.1385,-0.46019424,-0.00011625,-0.17845,-3.1401,-0.30679616,0.0016683,-0.13681,0.37767,-3.137,-0.30679616,0.0030364,-0.10112,0.37767,-3.1339,-0.15339808,0.0040476,-0.065432,0.37767
3.1324,-0.61359232,-0.0021387,-0.20225,3.1385,-0.46019424,-0.00011625,-0.17845,0.37767,-3.1401,-0.30679616,0.0016683,-0.13681,0.37767,-3.137,-0.30679616,0.0030364,-0.10112,0.37767
3.1263,-0.61359232,-0.0044586,-0.23199,3.1324,-0.61359232,-0.0021387,-0.20225,0.37767,3.1385,-0.46019424,-0.00011625,-0.17845,0.37767,-3.1401,-0.30679616,0.0016683,-0.13681,0.37767
3.1186,-0.76699039,-0.0070759,-0.26173,3.1263,-0.61359232,-0.0044586,-0.23199,0.37767,3.1324,-0.61359232,-0.0021387,-0.20225,0.37767,3.1385,-0.46019424,-0.00011625,-0.17845,0.37767
3.1109,-0.76699039,-0.01005,-0.29742,3.1186,-0.76699039,-0.0070759,-0.26173,0.37767,3.1263,-0.61359232,-0.0044586,-0.23199,0.37767,3.1324,-0.61359232,-0.0021387,-0.20225,0.37767
3.1017,-0.92038847,-0.013262,-0.32121,3.1109,-0.76699039,-0.01005,-0.29742,0.37767,3.1186,-0.76699039,-0.0070759,-0.26173,0.37767,3.1263,-0.61359232,-0.0044586,-0.23199,0.37767
3.0925,-0.92038847,-0.01701,-0.37475,3.1017,-0.92038847,-0.013262,-0.32121,0.37767,3.1109,-0.76699039,-0.01005,-0.29742,0.37767,3.1186,-0.76699039,-0.0070759,-0.26173,0.37767
3.0818,-1.0737866,-0.020876,-0.38665,3.0925,-0.92038847,-0.01701,-0.37475,0.37767,3.1017,-0.92038847,-0.013262,-0.32121,0.37767,3.1109,-0.76699039,-0.01005,-0.29742,0.37767
3.0726,-0.92038847,-0.024862,-0.39854,3.0818,-1.0737866,-0.020876,-0.38665,0.37767,3.0925,-0.92038847,-0.01701,-0.37475,0.37767,3.1017,-0.92038847,-0.013262,-0.32121,0.37767
3.0603,-1.2271846,-0.029085,-0.42234,3.0726,-0.92038847,-0.024862,-0.39854,0.37767,3.0818,-1.0737866,-0.020876,-0.38665,0.37767,3.0925,-0.92038847,-0.01701,-0.37475,0.37767
3.0496,-1.0737866,-0.033546,-0.44613,3.0603,-1.2271846,-0.029085,-0.42234,0.37767,3.0726,-0.92038847,-0.024862,-0.39854,0.37767,3.0818,-1.0737866,-0.020876,-0.38665,0.37767
3.0388,-1.0737866,-0.038186,-0.46398,3.0496,-1.0737866,-0.033546,-0.44613,0.37767,3.0603,-1.2271846,-0.029085,-0.42234,0.37767,3.0726,-0.92038847,-0.024862,-0.39854,0.37767
3.0265,-1.2271846,-0.042826,-0.46398,3.0388,-1.0737866,-0.038186,-0.46398,0.37767,3.0496,-1.0737866,-0.033546,-0.44613,0.37767,3.0603,-1.2271846,-0.029085,-0.42234,0.37767
3.0143,-1.2271846,-0.048358,-0.5532,3.0265,-1.2271846,-0.042826,-0.46398,0.37767,3.0388,-1.0737866,-0.038186,-0.46398,0.37767,3.0496,-1.0737866,-0.033546,-0.44613,0.37767
3.0035,-1.0737866,-0.053235,-0.48777,3.0143,-1.2271846,-0.048358,-0.5532,0.37767,3.0265,-1.2271846,-0.042826,-0.46398,0.37767,3.0388,-1.0737866,-0.038186,-0.46398,0.37767
2.9913,-1.2271846,-0.058827,-0.55915,3.0035,-1.0737866,-0.053235,-0.48777,0.37767,3.0143,-1.2271846,-0.048358,-0.5532,0.37767,3.0265,-1.2271846,-0.042826,-0.46398,0.37767
2.979,-1.2271846,-0.064418,-0.55915,2.9913,-1.2271846,-0.058827,-0.55915,0.37767,3.0035,-1.0737866,-0.053235,-0.48777,0.37767,3.0143,-1.2271846,-0.048358,-0.5532,0.37767
2.9667,-1.2271846,-0.070724,-0.63053,2.979,-1.2271846,-0.064418,-0.55915,0.37767,2.9913,-1.2271846,-0.058827,-0.55915,0.37767,3.0035,-1.0737866,-0.053235,-0.48777,0.37767
2.9544,-1.2271846,-0.076613,-0.58889,2.9667,-1.2271846,-0.070724,-0.63053,0.37767,2.979,-1.2271846,-0.064418,-0.55915,0.37767,2.9913,-1.2271846,-0.058827,-0.55915,0.37767
2.9422,-1.2271846,-0.08268,-0.60674,2.9544,-1.2271846,-0.076613,-0.58889,0.37767,2.9667,-1.2271846,-0.070724,-0.63053,0.37767,2.979,-1.2271846,-0.064418,-0.55915,0.37767
2.9299,-1.2271846,-0.089045,-0.63648,2.9422,-1.2271846,-0.08268,-0.60674,0.37767,2.9544,-1.2271846,-0.076613,-0.58889,0.37767,2.9667,-1.2271846,-0.070724,-0.63053,0.37767
2.9176,-1.2271846,-0.095588,-0.65432,2.9299,-1.2271846,-0.089045,-0.63648,0.37767,2.9422,-1.2271846,-0.08268,-0.60674,0.37767,2.9544,-1.2271846,-0.076613,-0.58889,0.37767
2.9069,-1.0737866,-0.10237,-0.67812,2.9176,-1.2271846,-0.095588,-0.65432,0.37767,2.9299,-1.2271846,-0.089045,-0.63648,0.37767,2.9422,-1.2271846,-0.08268,-0.60674,0.37767
2.8946,-1.2271846,-0.10927,-0.69001,2.9069,-1.0737866,-0.10237,-0.67812,0.37767,2.9176,-1.2271846,-0.095588,-0.65432,0.37767,2.9299,-1.2271846,-0.089045,-0.63648,0.37767
2.8839,-1.0737866,-0.11635,-0.70786,2.8946,-1.2271846,-0.10927,-0.69001,0.37767,2.9069,-1.0737866,-0.10237,-0.67812,0.37767,2.9176,-1.2271846,-0.095588,-0.65432,0.37767
2.8731,-1.0737866,-0.12355,-0.71976,2.8839,-1.0737866,-0.11635,-0.70786,0.37767,2.8946,-1.2271846,-0.10927,-0.69001,0.37767,2.9069,-1.0737866,-0.10237,-0.67812,0.37767
2.8639,-0.92038847,-0.1308,-0.7257,2.8731,-1.0737866,-0.12355,-0.71976,0.37767,2.8839,-1.0737866,-0.11635,-0.70786,0.37767,2.8946,-1.2271846,-0.10927,-0.69001,0.37767
2.8532,-1.0737866,-0.1383,-0.7495,2.8639,-0.92038847,-0.1308,-0.7257,0.37767,2.8731,-1.0737866,-0.12355,-0.71976,0.37767,2.8839,-1.0737866,-0.11635,-0.70786,0.37767
2.844,-0.92038847,-0.14573,-0.74355,2.8532,-1.0737866,-0.1383,-0.7495,0.37767,2.8639,-0.92038847,-0.1308,-0.7257,0.37767,2.8731,-1.0737866,-0.12355,-0.71976,0.37767
2.8348,-0.92038847,-0.15335,-0.7614,2.844,-0.92038847,-0.14573,-0.74355,0.37767,2.8532,-1.0737866,-0.1383,-0.7495,0.37767,2.8639,-0.92038847,-0.1308,-0.7257,0.37767
2.8256,-0.92038847,-0.16114,-0.77924,2.8348,-0.92038847,-0.15335,-0.7614,0.37767,2.844,-0.92038847,-0.14573,-0.74355,0.37767,2.8532,-1.0737866,-0.1383,-0.7495,0.37767
2.8179,-0.76699039,-0.16917,-0.80303,2.8256,-0.92038847,-0.16114,-0.77924,0.37767,2.8348,-0.92038847,-0.15335,-0.7614,0.37767,2.844,-0.92038847,-0.14573,-0.74355,0.37767
2.8103,-0.76699039,-0.17726,-0.80898,2.8179,-0.76699039,-0.16917,-0.80303,0.37767,2.8256,-0.92038847,-0.16114,-0.77924,0.37767,2.8348,-0.92038847,-0.15335,-0.7614,0.37767
2.8026,-0.76699039,-0.18547,-0.82088,2.8103,-0.76699039,-0.17726,-0.80898,0.37767,2.8179,-0.76699039,-0.16917,-0.80303,0.37767,2.8256,-0.92038847,-0.16114,-0.77924,0.37767
2.7964,-0.61359232,-0.19433,-0.88631,2.8026,-0.76699039,-0.18547,-0.82088,0.37767,2.8103,-0.76699039,-0.17726,-0.80898,0.37767,2.8179,-0.76699039,-0.16917,-0.80303,0.37767
2.7903,-0.61359232,-0.20236,-0.80303,2.7964,-0.61359232,-0.19433,-0.88631,0.37767,2.8026,-0.76699039,-0.18547,-0.82088,0.37767,2.8103,-0.76699039,-0.17726,-0.80898,0.37767
2.7857,-0.46019424,-0.21099,-0.86252,2.7903,-0.61359232,-0.20236,-0.80303,0.37767,2.7964,-0.61359232,-0.19433,-0.88631,0.37767,2.8026,-0.76699039,-0.18547,-0.82088,0.37767
2.7811,-0.46019424,-0.21979,-0.88036,2.7857,-0.46019424,-0.21099,-0.86252,0.37767,2.7903,-0.61359232,-0.20236,-0.80303,0.37767,2.7964,-0.61359232,-0.19433,-0.88631,0.37767
2.778,-0.30679616,-0.22865,-0.88631,2.7811,-0.46019424,-0.21979,-0.88036,0.37767,2.7857,-0.46019424,-0.21099,-0.86252,0.37767,2.7903,-0.61359232,-0.20236,-0.80303,0.37767
2.775,-0.30679616,-0.23764,-0.89821,2.778,-0.30679616,-0.22865,-0.88631,0.37767,2.7811,-0.46019424,-0.21979,-0.88036,0.37767,2.7857,-0.46019424,-0.21099,-0.86252,0.37767
2.7734,-0.15339808,-0.24668,-0.90416,2.775,-0.30679616,-0.23764,-0.89821,0.37767,2.778,-0.30679616,-0.22865,-0.88631,0.37767,2.7811,-0.46019424,-0.21979,-0.88036,0.37767
2.7719,-0.15339808,-0.2559,-0.922,2.7734,-0.15339808,-0.24668,-0.90416,0.37767,2.775,-0.30679616,-0.23764,-0.89821,0.37767,2.778,-0.30679616,-0.22865,-0.88631,0.37767
2.7719,0,-0.26536,-0.9458,2.7719,-0.15339808,-0.2559,-0.922,0.37767,2.7734,-0.15339808,-0.24668,-0.90416,0.37767,2.775,-0.30679616,-0.23764,-0.89821,0.37767
2.7719,0,-0.2744,-0.90416,2.7719,0,-0.26536,-0.9458,0.37767,2.7719,-0.15339808,-0.2559,-0.922,0.37767,2.7734,-0.15339808,-0.24668,-0.90416,0.37767
2.7719,0,-0.28475,-1.035,2.7719,0,-0.2744,-0.90416,0.37767,2.7719,0,-0.26536,-0.9458,0.37767,2.7719,-0.15339808,-0.2559,-0.922,0.37767
2.7734,0.15339808,-0.29403,-0.92795,2.7719,0,-0.28475,-1.035,0.37767,2.7719,0,-0.2744,-0.90416,0.37767,2.7719,0,-0.26536,-0.9458,0.37767
2.7765,0.30679616,-0.30378,-0.97554,2.7734,0.15339808,-0.29403,-0.92795,0.37767,2.7719,0,-0.28475,-1.035,0.37767,2.7719,0,-0.2744,-0.90416,0.37767
2.7796,0.30679616,-0.313,-0.922,2.7765,0.30679616,-0.30378,-0.97554,0.37767,2.7734,0.15339808,-0.29403,-0.92795,0.37767,2.7719,0,-0.28475,-1.035,0.37767
2.7842,0.46019424,-0.32288,-0.98743,2.7796,0.30679616,-0.313,-0.922,0.37767,2.7765,0.30679616,-0.30378,-0.97554,0.37767,2.7734,0.15339808,-0.29403,-0.92795,0.37767
2.7888,0.46019424,-0.33281,-0.99338,2.7842,0.46019424,-0.32288,-0.98743,0.37767,2.7796,0.30679616,-0.313,-0.922,0.37767,2.7765,0.30679616,-0.30378,-0.97554,0.37767
2.7934,0.46019424,-0.34298,-1.0172,2.7888,0.46019424,-0.33281,-0.99338,0.37767,2.7842,0.46019424,-0.32288,-0.98743,0.37767,2.7796,0.30679616,-0.313,-0.922,0.37767
2.7995,0.61359232,-0.35298,-0.99933,2.7934,0.46019424,-0.34298,-1.0172,0.37767,2.7888,0.46019424,-0.33281,-0.99338,0.37767,2.7842,0.46019424,-0.32288,-0.98743,0.37767
2.8057,0.61359232,-0.36327,-1.0291,2.7995,0.61359232,-0.35298,-0.99933,0.37767,2.7934,0.46019424,-0.34298,-1.0172,0.37767,2.7888,0.46019424,-0.33281,-0.99338,0.37767
2.8133,0.76699039,-0.3735,-1.0231,2.8057,0.61359232,-0.36327,-1.0291,0.37767,2.7995,0.61359232,-0.35298,-0.99933,0.37767,2.7934,0.46019424,-0.34298,-1.0172,0.37767
2.821,0.76699039,-0.38379,-1.0291,2.8133,0.76699039,-0.3735,-1.0231,0.37767,2.8057,0.61359232,-0.36327,-1.0291,0.37767,2.7995,0.61359232,-0.35298,-0.99933,0.37767
2.8287,0.76699039,-0.39426,-1.0469,2.821,0.76699039,-0.38379,-1.0291,0.37767,2.8133,0.76699039,-0.3735,-1.0231,0.37767,2.8057,0.61359232,-0.36327,-1.0291,0.37767
2.8394,1.0737866,-0.40502,-1.0767,2.8287,0.76699039,-0.39426,-1.0469,0.37767,2.821,0.76699039,-0.38379,-1.0291,0.37767,2.8133,0.76699039,-0.3735,-1.0231,0.37767
2.8486,0.92038847,-0.41531,-1.0291,2.8394,1.0737866,-0.40502,-1.0767,0.37767,2.8287,0.76699039,-0.39426,-1.0469,0.37767,2.821,0.76699039,-0.38379,-1.0291,0.37767
2.8578,0.92038847,-0.42602,-1.0707,2.8486,0.92038847,-0.41531,-1.0291,0.37767,2.8394,1.0737866,-0.40502,-1.0767,0.37767,2.8287,0.76699039,-0.39426,-1.0469,0.37767
2.8701,1.2271846,-0.43673,-1.0707,2.8578,0.92038847,-0.42602,-1.0707,0.37767,2.8486,0.92038847,-0.41531,-1.0291,0.37767,2.8394,1.0737866,-0.40502,-1.0767,0.37767
2.8823,1.2271846,-0.44785,-1.1124,2.8701,1.2271846,-0.43673,-1.0707,0.37767,2.8578,0.92038847,-0.42602,-1.0707,0.37767,2.8486,0.92038847,-0.41531,-1.0291,0.37767
2.8946,1.2271846,-0.45844,-1.0588,2.8823,1.2271846,-0.44785,-1.1124,0.37767,2.8701,1.2271846,-0.43673,-1.0707,0.37767,2.8578,0.92038847,-0.42602,-1.0707,0.37767
2.9069,1.2271846,-0.4698,-1.1361,2.8946,1.2271846,-0.45844,-1.0588,0.37767,2.8823,1.2271846,-0.44785,-1.1124,0.37767,2.8701,1.2271846,-0.43673,-1.0707,0.37767
2.9207,1.3805827,-0.48063,-1.0826,2.9069,1.2271846,-0.4698,-1.1361,0.37767,2.8946,1.2271846,-0.45844,-1.0588,0.37767,2.8823,1.2271846,-0.44785,-1.1124,0.37767
2.9345,1.3805827,-0.49175,-1.1124,2.9207,1.3805827,-0.48063,-1.0826,0.37767,2.9069,1.2271846,-0.4698,-1.1361,0.37767,2.8946,1.2271846,-0.45844,-1.0588,0.37767
2.9498,1.5339808,-0.50323,-1.148,2.9345,1.3805827,-0.49175,-1.1124,0.37767,2.9207,1.3805827,-0.48063,-1.0826,0.37767,2.9069,1.2271846,-0.4698,-1.1361,0.37767
2.9637,1.3805827,-0.514,-1.0767,2.9498,1.5339808,-0.50323,-1.148,-1,2.9345,1.3805827,-0.49175,-1.1124,0.37767,2.9207,1.3805827,-0.48063,-1.0826,0.37767
2.9775,1.3805827,-0.52554,-1.154,2.9637,1.3805827,-0.514,-1.0767,-1,2.9498,1.5339808,-0.50323,-1.148,-1,2.9345,1.3805827,-0.49175,-1.1124,0.37767
2.9943,1.6873789,-0.53476,-0.922,2.9775,1.3805827,-0.52554,-1.154,-1,2.9637,1.3805827,-0.514,-1.0767,-1,2.9498,1.5339808,-0.50323,-1.148,-1
3.0143,1.994175,-0.54392,-0.91605,2.9943,1.6873789,-0.53476,-0.922,-1,2.9775,1.3805827,-0.52554,-1.154,-1,2.9637,1.3805827,-0.514,-1.0767,-1
3.0388,2.4543693,-0.55284,-0.89226,3.0143,1.994175,-0.54392,-0.91605,-1,2.9943,1.6873789,-0.53476,-0.922,-1,2.9775,1.3805827,-0.52554,-1.154,-1
3.0634,2.4543693,-0.56022,-0.7376,3.0388,2.4543693,-0.55284,-0.89226,-1,3.0143,1.994175,-0.54392,-0.91605,-1,2.9943,1.6873789,-0.53476,-0.922,-1
3.091,2.7611654,-0.56736,-0.71381,3.0634,2.4543693,-0.56022,-0.7376,-1,3.0388,2.4543693,-0.55284,-0.89226,-1,3.0143,1.994175,-0.54392,-0.91605,-1
3.1201,2.9145635,-0.57384,-0.64838,3.091,2.7611654,-0.56736,-0.71381,-1,3.0634,2.4543693,-0.56022,-0.7376,-1,3.0388,2.4543693,-0.55284,-0.89226,-1
-3.1324,3.0679616,-0.57955,-0.57105,3.1201,2.9145635,-0.57384,-0.64838,-1,3.091,2.7611654,-0.56736,-0.71381,-1,3.0634,2.4543693,-0.56022,-0.7376,-1
-3.0971,3.5281558,-0.58478,-0.52346,-3.1324,3.0679616,-0.57955,-0.57105,-1,3.1201,2.9145635,-0.57384,-0.64838,-1,3.091,2.7611654,-0.56736,-0.71381,-1
-3.0634,3.3747577,-0.58877,-0.39854,-3.0971,3.5281558,-0.58478,-0.52346,-1,-3.1324,3.0679616,-0.57955,-0.57105,-1,3.1201,2.9145635,-0.57384,-0.64838,-1
-3.0281,3.5281558,-0.59252,-0.37475,-3.0634,3.3747577,-0.58877,-0.39854,-1,-3.0971,3.5281558,-0.58478,-0.52346,-1,-3.1324,3.0679616,-0.57955,-0.57105,-1
-2.9897,3.834952,-0.59567,-0.31527,-3.0281,3.5281558,-0.59252,-0.37475,-1,-3.0634,3.3747577,-0.58877,-0.39854,-1,-3.0971,3.5281558,-0.58478,-0.52346,-1
-2.9514,3.834952,-0.59829,-0.26173,-2.9897,3.834952,-0.59567,-0.31527,-1,-3.0281,3.5281558,-0.59252,-0.37475,-1,-3.0634,3.3747577,-0.58877,-0.39854,-1
-2.9084,4.2951462,-0.60049,-0.22009,-2.9514,3.834952,-0.59829,-0.26173,-1,-2.9897,3.834952,-0.59567,-0.31527,-1,-3.0281,3.5281558,-0.59252,-0.37475,-1
-2.8716,3.6815539,-0.60186,-0.13681,-2.9084,4.2951462,-0.60049,-0.22009,-1,-2.9514,3.834952,-0.59829,-0.26173,-1,-2.9897,3.834952,-0.59567,-0.31527,-1
-2.8317,3.98835,-0.60287,-0.10112,-2.8716,3.6815539,-0.60186,-0.13681,-1,-2.9084,4.2951462,-0.60049,-0.22009,-1,-2.9514,3.834952,-0.59829,-0.26173,-1
-2.7903,4.1417481,-0.60334,-0.047587,-2.8317,3.98835,-0.60287,-0.10112,-1,-2.8716,3.6815539,-0.60186,-0.13681,-1,-2.9084,4.2951462,-0.60049,-0.22009,-1
-2.7489,4.1417481,-0.60346,-0.011897,-2.7903,4.1417481,-0.60334,-0.047587,-1,-2.8317,3.98835,-0.60287,-0.10112,-1,-2.8716,3.6815539,-0.60186,-0.13681,-1
-2.7029,4.6019424,-0.60305,0.041639,-2.7489,4.1417481,-0.60346,-0.011897,-1,-2.7903,4.1417481,-0.60334,-0.047587,-1,-2.8317,3.98835,-0.60287,-0.10112,-1
-2.6661,3.6815539,-0.60233,0.071381,-2.7029,4.6019424,-0.60305,0.041639,-1,-2.7489,4.1417481,-0.60346,-0.011897,-1,-2.7903,4.1417481,-0.60334,-0.047587,-1
-2.6246,4.1417481,-0.60126,0.10707,-2.6661,3.6815539,-0.60233,0.071381,-1,-2.7029,4.6019424,-0.60305,0.041639,-1,-2.7489,4.1417481,-0.60346,-0.011897,-1
-2.5848,3.98835,-0.59989,0.13681,-2.6246,4.1417481,-0.60126,0.10707,-1,-2.6661,3.6815539,-0.60233,0.071381,-1,-2.7029,4.6019424,-0.60305,0.041639,-1
-2.5449,3.98835,-0.59817,0.1725,-2.5848,3.98835,-0.59989,0.13681,-1,-2.6246,4.1417481,-0.60126,0.10707,-1,-2.6661,3.6815539,-0.60233,0.071381,-1
-2.5035,4.1417481,-0.59603,0.21414,-2.5449,3.98835,-0.59817,0.1725,-1,-2.5848,3.98835,-0.59989,0.13681,-1,-2.6246,4.1417481,-0.60126,0.10707,-1
-2.4697,3.3747577,-0.59395,0.20819,-2.5035,4.1417481,-0.59603,0.21414,-1,-2.5449,3.98835,-0.59817,0.1725,-1,-2.5848,3.98835,-0.59989,0.13681,-1
-2.4314,3.834952,-0.59121,0.27363,-2.4697,3.3747577,-0.59395,0.20819,-1,-2.5035,4.1417481,-0.59603,0.21414,-1,-2.5449,3.98835,-0.59817,0.1725,-1
-2.3976,3.3747577,-0.58853,0.26768,-2.4314,3.834952,-0.59121,0.27363,-1,-2.4697,3.3747577,-0.59395,0.20819,-1,-2.5035,4.1417481,-0.59603,0.21414,-1
-2.3608,3.6815539,-0.58532,0.32121,-2.3976,3.3747577,-0.58853,0.26768,-1,-2.4314,3.834952,-0.59121,0.27363,-1,-2.4697,3.3747577,-0.59395,0.20819,-1
-2.3317,2.9145635,-0.58223,0.30932,-2.3608,3.6815539,-0.58532,0.32121,-1,-2.3976,3.3747577,-0.58853,0.26768,-1,-2.4314,3.834952,-0.59121,0.27363,-1
-2.301,3.0679616,-0.57866,0.3569,-2.3317,2.9145635,-0.58223,0.30932,-1,-2.3608,3.6815539,-0.58532,0.32121,-1,-2.3976,3.3747577,-0.58853,0.26768,-1
-2.2718,2.9145635,-0.57491,0.37475,-2.301,3.0679616,-0.57866,0.3569,-1,-2.3317,2.9145635,-0.58223,0.30932,-1,-2.3608,3.6815539,-0.58532,0.32121,-1
-2.2457,2.6077673,-0.57098,0.39259,-2.2718,2.9145635,-0.57491,0.37475,-1,-2.301,3.0679616,-0.57866,0.3569,-1,-2.3317,2.9145635,-0.58223,0.30932,-1
-2.2197,2.6077673,-0.56676,0.42234,-2.2457,2.6077673,-0.57098,0.39259,-1,-2.2718,2.9145635,-0.57491,0.37475,-1,-2.301,3.0679616,-0.57866,0.3569,-1
-2.1951,2.4543693,-0.56212,0.46398,-2.2197,2.6077673,-0.56676,0.42234,-1,-2.2457,2.6077673,-0.57098,0.39259,-1,-2.2718,2.9145635,-0.57491,0.37475,-1
-2.1737,2.1475731,-0.55754,0.45803,-2.1951,2.4543693,-0.56212,0.46398,-1,-2.2197,2.6077673,-0.56676,0.42234,-1,-2.2457,2.6077673,-0.57098,0.39259,-1
-2.1537,1.994175,-0.55296,0.45803,-2.1737,2.1475731,-0.55754,0.45803,-1,-2.1951,2.4543693,-0.56212,0.46398,-1,-2.2197,2.6077673,-0.56676,0.42234,-1
-2.1368,1.6873789,-0.54808,0.48777,-2.1537,1.994175,-0.55296,0.45803,-1,-2.1737,2.1475731,-0.55754,0.45803,-1,-2.1951,2.4543693,-0.56212,0.46398,-1
-2.1215,1.5339808,-0.54285,0.52346,-2.1368,1.6873789,-0.54808,0.48777,-1,-2.1537,1.994175,-0.55296,0.45803,-1,-2.1737,2.1475731,-0.55754,0.45803,-1
-2.1077,1.3805827,-0.53749,0.53536,-2.1215,1.5339808,-0.54285,0.52346,-1,-2.1368,1.6873789,-0.54808,0.48777,-1,-2.1537,1.994175,-0.55296,0.45803,-1
-2.0954,1.2271846,-0.53202,0.54725,-2.1077,1.3805827,-0.53749,0.53536,-1,-2.1215,1.5339808,-0.54285,0.52346,-1,-2.1368,1.6873789,-0.54808,0.48777,-1
-2.0862,0.92038847,-0.52625,0.57699,-2.0954,1.2271846,-0.53202,0.54725,-1,-2.1077,1.3805827,-0.53749,0.53536,-1,-2.1215,1.5339808,-0.54285,0.52346,-1
-2.0801,0.61359232,-0.52036,0.58889,-2.0862,0.92038847,-0.52625,0.57699,-1,-2.0954,1.2271846,-0.53202,0.54725,-1,-2.1077,1.3805827,-0.53749,0.53536,-1
-2.0739,0.61359232,-0.51436,0.60079,-2.0801,0.61359232,-0.52036,0.58889,-1,-2.0862,0.92038847,-0.52625,0.57699,-1,-2.0954,1.2271846,-0.53202,0.54725,-1
-2.0709,0.30679616,-0.50799,0.63648,-2.0739,0.61359232,-0.51436,0.60079,-1,-2.0801,0.61359232,-0.52036,0.58889,-1,-2.0862,0.92038847,-0.52625,0.57699,-1
-2.0709,0,-0.50174,0.62458,-2.0709,0.30679616,-0.50799,0.63648,-1,-2.0739,0.61359232,-0.51436,0.60079,-1,-2.0801,0.61359232,-0.52036,0.58889,-1
-2.0724,-0.15339808,-0.4949,0.68407,-2.0709,0,-0.50174,0.62458,-1,-2.0709,0.30679616,-0.50799,0.63648,-1,-2.0739,0.61359232,-0.51436,0.60079,-1
-2.077,-0.46019424,-0.4886,0.63053,-2.0724,-0.15339808,-0.4949,0.68407,-0.44762,-2.0709,0,-0.50174,0.62458,-1,-2.0709,0.30679616,-0.50799,0.63648,-1
-2.0831,-0.61359232,-0.48176,0.68407,-2.077,-0.46019424,-0.4886,0.63053,-0.44762,-2.0724,-0.15339808,-0.4949,0.68407,-0.44762,-2.0709,0,-0.50174,0.62458,-1
-2.0908,-0.76699039,-0.47474,0.70191,-2.0831,-0.61359232,-0.48176,0.68407,-0.44762,-2.077,-0.46019424,-0.4886,0.63053,-0.44762,-2.0724,-0.15339808,-0.4949,0.68407,-0.44762
-2.1016,-1.0737866,-0.46754,0.71976,-2.0908,-0.76699039,-0.47474,0.70191,-0.44762,-2.0831,-0.61359232,-0.48176,0.68407,-0.44762,-2.077,-0.46019424,-0.4886,0.63053,-0.44762
-2.1138,-1.2271846,-0.46017,0.7376,-2.1016,-1.0737866,-0.46754,0.71976,-0.44762,-2.0908,-0.76699039,-0.47474,0.70191,-0.44762,-2.0831,-0.61359232,-0.48176,0.68407,-0.44762
-2.1292,-1.5339808,-0.45279,0.7376,-2.1138,-1.2271846,-0.46017,0.7376,-0.44762,-2.1016,-1.0737866,-0.46754,0.71976,-0.44762,-2.0908,-0.76699039,-0.47474,0.70191,-0.44762
-2.146,-1.6873789,-0.44518,0.7614,-2.1292,-1.5339808,-0.45279,0.7376,-0.44762,-2.1138,-1.2271846,-0.46017,0.7376,-0.44762,-2.1016,-1.0737866,-0.46754,0.71976,-0.44762
-2.1644,-1.8407769,-0.43756,0.7614,-2.146,-1.6873789,-0.44518,0.7614,-0.44762,-2.1292,-1.5339808,-0.45279,0.7376,-0.44762,-2.1138,-1.2271846,-0.46017,0.7376,-0.44762
-2.1859,-2.1475731,-0.42983,0.77329,-2.1644,-1.8407769,-0.43756,0.7614,-0.44762,-2.146,-1.6873789,-0.44518,0.7614,-0.44762,-2.1292,-1.5339808,-0.45279,0.7376,-0.44762
-2.2089,-2.3009712,-0.42198,0.78519,-2.1859,-2.1475731,-0.42983,0.77329,-0.44762,-2.1644,-1.8407769,-0.43756,0.7614,-0.44762,-2.146,-1.6873789,-0.44518,0.7614,-0.44762
-2.2335,-2.4543693,-0.41407,0.79114,-2.2089,-2.3009712,-0.42198,0.78519,-0.44762,-2.1859,-2.1475731,-0.42983,0.77329,-0.44762,-2.1644,-1.8407769,-0.43756,0.7614,-0.44762
-2.2611,-2.7611654,-0.40592,0.81493,-2.2335,-2.4543693,-0.41407,0.79114,-0.44762,-2.2089,-2.3009712,-0.42198,0.78519,-0.44762,-2.1859,-2.1475731,-0.42983,0.77329,-0.44762
-2.2902,-2.9145635,-0.39777,0.81493,-2.2611,-2.7611654,-0.40592,0.81493,-0.44762,-2.2335,-2.4543693,-0.41407,0.79114,-0.44762,-2.2089,-2.3009712,-0.42198,0.78519,-0.44762
-2.3209,-3.0679616,-0.38956,0.82088,-2.2902,-2.9145635,-0.39777,0.81493,-0.44762,-2.2611,-2.7611654,-0.40592,0.81493,-0.44762,-2.2335,-2.4543693,-0.41407,0.79114,-0.44762
